#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
Vs. (USA);Vs. (USA);Sony PlayStation;;;;;;;;;;;;;;
Madden NFL 2002 (USA);Madden NFL 2002 (USA);Sony PlayStation;;2001;Electronic Arts;Sports;2;;;;;;;;;
Madden NFL 2003 (USA);Madden NFL 2003 (USA);Sony PlayStation;;;;;;;;;;;;;;
Madden NFL 2004 (USA);Madden NFL 2004 (USA);Sony PlayStation;;2003;Electronic Arts;Sports;;;;;;;;;;
Madden NFL 2005 (USA);Madden NFL 2005 (USA);Sony PlayStation;;2004;EA Sports;Sports;;;;;;;;;;
Madden NFL 97 (USA);Madden NFL 97 (USA);Sony PlayStation;;1996;Electronic Arts;Sports;4+;;;;;;;;;
Madden NFL 98 (USA);Madden NFL 98 (USA);Sony PlayStation;;1997;EA Sports;Sports;1;;;;;;;;;
Madden NFL 98 (USA) (Alt);Madden NFL 98 (USA) (Alt);Sony PlayStation;;1997;EA Sports;Sports;1;;;;;;;;;
Madden NFL 99 (USA);Madden NFL 99 (USA);Sony PlayStation;;1998;EA Sports;Sports;2;;;;;;;;;
Magic - The Gathering - BattleMage (USA);Magic - The Gathering - BattleMage (USA);Sony PlayStation;;1997;;Strategy;1;;;;;;;;;
Magic Carpet (USA) (En,Fr,De,Es,Sv);Magic Carpet (USA) (En,Fr,De,Es,Sv);Sony PlayStation;;1996;Electronic Arts;Flight Simulator / Shooter;1;;;;;;;;;
Magical Drop III (Europe) (En,Fr,De,Es,It,Nl);Magical Drop III (Europe) (En,Fr,De,Es,It,Nl);Sony PlayStation;;2000;Data East;Puzzle;2;;;;;;;;;
Magical Tetris Challenge (Europe);Magical Tetris Challenge (Europe);Sony PlayStation;;1999;Capcom;Puzzle;2;;;;;;;;;
Marble Master (USA);Marble Master (USA);Sony PlayStation;;2002;Conspiracy Entertainment;Action / Puzzle;2;;;;;;;;;
March Madness '98 (USA);March Madness '98 (USA);Sony PlayStation;;;;;;;;;;;;;;
Martian Gothic - Unification (USA);Martian Gothic - Unification (USA);Sony PlayStation;;2001;Take-Two Interactive;Action / Adventure / Horror;1;;;;;;;;;
Marvel Super Heroes (USA);Marvel Super Heroes (USA);Sony PlayStation;;1997;Capcom;Fighting;2;;;;;;;;;
Marvel Super Heroes vs. Street Fighter (USA);Marvel Super Heroes vs. Street Fighter (USA);Sony PlayStation;;1999;Capcom;Fighting;2;;;;;;;;;
Marvel vs. Capcom - Clash of Super Heroes (USA);Marvel vs. Capcom - Clash of Super Heroes (USA);Sony PlayStation;;2000;Capcom;Fighting;2;;;;;;;;;
Mary King's Riding Star (Europe) (En,Fr,De,Es,It,Nl,Pt);Mary King's Riding Star (Europe) (En,Fr,De,Es,It,Nl,Pt);Sony PlayStation;;;;;;;;;;;;;;
Mary-Kate and Ashley - Crush Course (USA);Mary-Kate and Ashley - Crush Course (USA);Sony PlayStation;;;;;;;;;;;;;;
Mary-Kate and Ashley - Magical Mystery Mall (USA);Mary-Kate and Ashley - Magical Mystery Mall (USA);Sony PlayStation;;;;;;;;;;;;;;
Mary-Kate and Ashley - Winners Circle (USA);Mary-Kate and Ashley - Winners Circle (USA);Sony PlayStation;;;;;;;;;;;;;;
Mass Destruction (USA);Mass Destruction (USA);Sony PlayStation;;1997;ASC;;;;;;;;;;;
Master of Monsters - Disciples of Gaia (USA);Master of Monsters - Disciples of Gaia (USA);Sony PlayStation;;1998;Toshiba-EMI;;;;;;;;;;;
Mat Hoffman's Pro BMX (USA);Mat Hoffman's Pro BMX (USA);Sony PlayStation;;2001;Activision;Racing / Sports;;;;;;;;;;
Maximum Force (USA);Maximum Force (USA);Sony PlayStation;;1997;Midway;Shooter;1;;;;;;;;;
MechWarrior 2 - 31st Century Combat (USA);MechWarrior 2 - 31st Century Combat (USA);Sony PlayStation;;1997;Activision;Action;;;;;;;;;;
Medal of Honor (USA);Medal of Honor (USA);Sony PlayStation;;1999;Electronic Arts;Action / Shooter;2;;;;;;;;;
Medal of Honor - Underground (USA);Medal of Honor - Underground (USA);Sony PlayStation;;2000;Electronic Arts;Shooter;2;;;;;;;;;
MediEvil (USA);MediEvil (USA);Sony PlayStation;;1998;Sony Computer Entertainment Europe;Platform;1;;;;;;;;;
MediEvil II (USA);MediEvil II (USA);Sony PlayStation;;2000;Sony Computer Entertainment Europe;Action / Adventure;1;;;;;;;;;
Mega Man 8 (USA);Mega Man 8 (USA);Sony PlayStation;;1996;Capcom;Action;1;;;;;;;;;
Mega Man Legends (USA);Mega Man Legends (USA);Sony PlayStation;;1998;Capcom;Action / Adventure / Role-Playing;1;;;;;;;;;
Mega Man Legends 2 (USA);Mega Man Legends 2 (USA);Sony PlayStation;;2000;Capcom;Action / Platform;1;;;;;;;;;
Mega Man X4 (USA);Mega Man X4 (USA);Sony PlayStation;;1997;Capcom;Action;1;;;;;;;;;
Mega Man X5 (USA);Mega Man X5 (USA);Sony PlayStation;;2001;Capcom;Action;1;;;;;;;;;
Mega Man X6 (USA) (v1.1);Mega Man X6 (USA) (v1.1);Sony PlayStation;;2001;Capcom;Action / Platform;1;;;;;;;;;
Megaman - Battle & Chase (Europe);Megaman - Battle & Chase (Europe);Sony PlayStation;;1998;Capcom;Action;2;;;;;;;;;
Men in Black - The Game (Europe);Men in Black - The Game (Europe);Sony PlayStation;;1997;Gremlin Interactive;Action / Adventure;1;;;;;;;;;
Men in Black - The Series - Crashdown (USA);Men in Black - The Series - Crashdown (USA);Sony PlayStation;;;;;1;;;;;;;;;
Metal Gear Solid (USA) (v1.1);Metal Gear Solid (USA) (v1.1);Sony PlayStation;;1998;Konami;Action;1;;;;;;;;;
Metal Gear Solid - VR Missions (USA);Metal Gear Solid - VR Missions (USA);Sony PlayStation;;1999;Konami;Action / Shooter / Stealth;1;;;;;;;;;
Metal Slug X (USA);Metal Slug X (USA);Sony PlayStation;;2001;SNK;Action / Shooter;2;;;;;;;;;
Michael Owen's World League Soccer 99 (Europe) (En,Fr,It);Michael Owen's World League Soccer 99 (Europe) (En,Fr,It);Sony PlayStation;;;;;;;;;;;;;;
Michael Schumacher Racing World Kart 2002 (Europe) (En,Fr,De,Es,It);Michael Schumacher Racing World Kart 2002 (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;
Michelin Rally Masters - Race of Champions (USA) (En,Fr,Es);Michelin Rally Masters - Race of Champions (USA) (En,Fr,Es);Sony PlayStation;;;;;;;;;;;;;;
Mickey's Wild Adventure (Europe) (EDC);Mickey's Wild Adventure (Europe) (EDC);Sony PlayStation;;1996;Sony;Platform;1;;;;;;;;;
Micro Machines V3 (USA);Micro Machines V3 (USA);Sony PlayStation;;1997;Midway;Racing;2;;;;;;;;;
Midnight Run - Road Fighter 2 (Europe);Midnight Run - Road Fighter 2 (Europe);Sony PlayStation;;;;;;;;;;;;;;
Mighty Hits Special (Europe) (En,Fr,De);Mighty Hits Special (Europe) (En,Fr,De);Sony PlayStation;;;;;;;;;;;;;;
Mike Tyson Boxing (USA) (En,Fr,Es);Mike Tyson Boxing (USA) (En,Fr,Es);Sony PlayStation;;;;;;;;;;;;;;
Mille Miglia (Europe) (En,Fr,De,Es,It);Mille Miglia (Europe) (En,Fr,De,Es,It);Sony PlayStation;;2000;SCI;Racing;2;;;;;;;;;
Miracle Space Race (USA);Miracle Space Race (USA);Sony PlayStation;;2003;Mud Duck Productions;Racing;1;;;;;;;;;
Misadventures of Tron Bonne, The (USA);Misadventures of Tron Bonne, The (USA);Sony PlayStation;;1999;Capcom;Action;1;;;;;;;;;
Miss Spider's Tea Party (USA);Miss Spider's Tea Party (USA);Sony PlayStation;;;;;;;;;;;;;;
Missile Command (USA);Missile Command (USA);Sony PlayStation;;1999;Atari;Shooter;;;;;;;;;;
Mission - Impossible (USA) (En,Fr,Es);Mission - Impossible (USA) (En,Fr,Es);Sony PlayStation;;1999;Infogrames;Action;1;;;;;;;;;
Mission, The (Europe) (En,Fr,De,Es,It,Nl,Pt);Mission, The (Europe) (En,Fr,De,Es,It,Nl,Pt);Sony PlayStation;;2000;Microids;Action;1;;;;;;;;;
Mobil 1 Rally Championship (USA);Mobil 1 Rally Championship (USA);Sony PlayStation;;;;;;;;;;;;;;
Mobile Armor (USA);Mobile Armor (USA);Sony PlayStation;;;;;1;;;;;;;;;
Mobile Light Force (USA);Mobile Light Force (USA);Sony PlayStation;;2003;XS Games;Action;;;;;;;;;;
Monaco Grand Prix (USA);Monaco Grand Prix (USA);Sony PlayStation;;;;;;;;;;;;;;
Monkey Hero (USA);Monkey Hero (USA);Sony PlayStation;;1999;Take-Two Interactive;Action / Role-Playing;1;;;;;;;;;
Monkey Magic (USA);Monkey Magic (USA);Sony PlayStation;;1997;SunSoft;Action;;;;;;;;;;
Monopoly (USA);Monopoly (USA);Sony PlayStation;;1997;Hasbro;Puzzle / Strategy;2;;;;;;;;;
Monster Bass (USA);Monster Bass (USA);Sony PlayStation;;;;;;;;;;;;;;
Monster Racer (Europe) (En,Fr,De,Es,It,Pt);Monster Racer (Europe) (En,Fr,De,Es,It,Pt);Sony PlayStation;;2001;Microids;Racing;;;;;;;;;;
Monster Rancher (USA);Monster Rancher (USA);Sony PlayStation;;1997;Tecmo;Life Simulation;2;;;;;;;;;
Monster Rancher 2 (USA);Monster Rancher 2 (USA);Sony PlayStation;;1999;Tecmo;Role-Playing;;;;;;;;;;
Monster Rancher Battle Card - Episode II (USA);Monster Rancher Battle Card - Episode II (USA);Sony PlayStation;;2000;Tecmo;Strategy;2;;;;;;;;;
Monster Rancher Hop-A-Bout (USA);Monster Rancher Hop-A-Bout (USA);Sony PlayStation;;2000;UFO Interactive Games, Inc.;Platform;2;;;;;;;;;
MonsterSeed (USA);MonsterSeed (USA);Sony PlayStation;;1999;SunSoft;;;;;;;;;;;
Monte Carlo Games Compendium (Europe);Monte Carlo Games Compendium (Europe);Sony PlayStation;;;;;;;;;;;;;;
Moorhen 3 - Chicken Chase (Europe) (En,Fr,De);Moorhen 3 - Chicken Chase (Europe) (En,Fr,De);Sony PlayStation;;;;;;;;;;;;;;
Mort the Chicken (USA);Mort the Chicken (USA);Sony PlayStation;;2000;Crave;Platform;1;;;;;;;;;
Mortal Kombat - Special Forces (USA);Mortal Kombat - Special Forces (USA);Sony PlayStation;;2000;Midway;Action;1;;;;;;;;;
Mortal Kombat 3 (USA);Mortal Kombat 3 (USA);Sony PlayStation;;1995;Sony;Fighting;2;;;;;;;;;
Mortal Kombat 4 (USA);Mortal Kombat 4 (USA);Sony PlayStation;;1998;Midway;Fighting;2;;;;;;;;;
Mortal Kombat Mythologies - Sub-Zero (USA);Mortal Kombat Mythologies - Sub-Zero (USA);Sony PlayStation;;1997;Midway;Fighting / Platform;1;;;;;;;;;
Mortal Kombat Trilogy (USA) (v1.1);Mortal Kombat Trilogy (USA) (v1.1);Sony PlayStation;;1996;Midway;Fighting;2;;;;;;;;;
Moses - Prince of Egypt (Europe) (En,Fr,De,Nl);Moses - Prince of Egypt (Europe) (En,Fr,De,Nl);Sony PlayStation;;2000;Midas Interactive Entertainment;Action;1;;;;;;;;;
Moto Racer (USA);Moto Racer (USA);Sony PlayStation;;1997;Electronic Arts;Racing;1;;;;;;;;;
Moto Racer 2 (USA);Moto Racer 2 (USA);Sony PlayStation;;1998;Electronic Arts;Racing;2;;;;;;;;;
Moto Racer World Tour (USA);Moto Racer World Tour (USA);Sony PlayStation;;2000;Infogrames;Racing;;;;;;;;;;
Motocross Mania (USA);Motocross Mania (USA);Sony PlayStation;;2001;Take-Two Interactive;Racing;1;;;;;;;;;
Motocross Mania 2 (USA);Motocross Mania 2 (USA);Sony PlayStation;;2003;Gotham Games;Racing;;;;;;;;;;
Motor Toon Grand Prix (USA);Motor Toon Grand Prix (USA);Sony PlayStation;;1994;Sony Computer Entertainment;Racing;2;;;;;;;;;
Motorhead (USA);Motorhead (USA);Sony PlayStation;;1998;Gremlin Interactive;Racing;;;;;;;;;;
Mr. Driller (USA);Mr. Driller (USA);Sony PlayStation;;2000;Namco;Puzzle / Strategy;;;;;;;;;;
Ms. Pac-Man Maze Madness (USA) (v1.1);Ms. Pac-Man Maze Madness (USA) (v1.1);Sony PlayStation;;2000;Namco;;;;;;;;;;;
Mummy, The (USA);Mummy, The (USA);Sony PlayStation;;2000;Konami;;;;;;;;;;;
Muppet Monster Adventure (USA);Muppet Monster Adventure (USA);Sony PlayStation;;2000;;;;;;;;;;;;
Muppet RaceMania (USA);Muppet RaceMania (USA);Sony PlayStation;;2000;Midway;Racing;;;;;;;;;;
Music - Music Creation for the PlayStation (Europe) (En,Fr,De,Es,It);Music - Music Creation for the PlayStation (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;
My Disney Kitchen (USA);My Disney Kitchen (USA);Sony PlayStation;;2002;BAM! Entertainment;;1;;;;;;;;;
Myst (USA);Myst (USA);Sony PlayStation;;1996;Psygnosis;Adventure;;;;;;;;;;
N-Gen Racing (USA);N-Gen Racing (USA);Sony PlayStation;;2000;Infogrames;Racing;2;;;;;;;;;
N2O - Nitrous Oxide (USA);N2O - Nitrous Oxide (USA);Sony PlayStation;;1998;Fox Interactive;Racing / Shooter;;;;;;;;;;
NASCAR 2000 (USA);NASCAR 2000 (USA);Sony PlayStation;;1999;Electronic Arts;Racing;1;;;;;;;;;
NASCAR 2001 (USA);NASCAR 2001 (USA);Sony PlayStation;;2000;EA;Racing;;;;;;;;;;
NASCAR 98 (USA);NASCAR 98 (USA);Sony PlayStation;;1997;Electronic Arts;Racing / Sports;2;;;;;;;;;
NASCAR 98 Collector's Edition (USA);NASCAR 98 Collector's Edition (USA);Sony PlayStation;;;;;;;;;;;;;;
NASCAR 99 (USA);NASCAR 99 (USA);Sony PlayStation;;1996;Electronic Arts;Racing;;;;;;;;;;
NASCAR 99 Legacy (USA);NASCAR 99 Legacy (USA);Sony PlayStation;;;;;;;;;;;;;;
NASCAR Heat (USA);NASCAR Heat (USA);Sony PlayStation;;2000;Hasbro Interactive;Racing / Sports;2;;;;;;;;;
NASCAR Racing (USA);NASCAR Racing (USA);Sony PlayStation;;1996;Sierra On-Line;Racing;;;;;;;;;;
NASCAR Rumble (USA);NASCAR Rumble (USA);Sony PlayStation;;2000;Electronic Arts;Racing;2;;;;;;;;;
NASCAR Thunder 2002 (USA);NASCAR Thunder 2002 (USA);Sony PlayStation;;;;Racing;2;;;;;;;;;
NASCAR Thunder 2003 (USA);NASCAR Thunder 2003 (USA);Sony PlayStation;;2002;Electronic Arts;Racing;2;;;;;;;;;
NASCAR Thunder 2004 (USA);NASCAR Thunder 2004 (USA);Sony PlayStation;;2003;EA, electronic arts;Racing / Sports;2;;;;;;;;;
NBA Basketball 2000 (USA);NBA Basketball 2000 (USA);Sony PlayStation;;1999;Fox Interactive;Sports;;;;;;;;;;
NBA Fastbreak '98 (USA);NBA Fastbreak '98 (USA);Sony PlayStation;;1997;Midway;Sports;4+;;;;;;;;;
NBA Hangtime (USA);NBA Hangtime (USA);Sony PlayStation;;1996;Midway;Sports;4+;;;;;;;;;
NBA Hoopz (USA);NBA Hoopz (USA);Sony PlayStation;;;;;;;;;;;;;;
NBA Jam - Tournament Edition (USA);NBA Jam - Tournament Edition (USA);Sony PlayStation;;1995;Acclaim;Sports;4+;;;;;;;;;
NBA Jam Extreme (USA);NBA Jam Extreme (USA);Sony PlayStation;;1996;Acclaim;Sports;;;;;;;;;;
NBA Live 2000 (USA);NBA Live 2000 (USA);Sony PlayStation;;1999;EA Sports;Sports;;;;;;;;;;
NBA Live 2001 (USA);NBA Live 2001 (USA);Sony PlayStation;;2000;Electronic Arts;Sports;2;;;;;;;;;
NBA Live 2002 (USA);NBA Live 2002 (USA);Sony PlayStation;;2001;EA;Sports;;;;;;;;;;
NBA Live 2003 (USA);NBA Live 2003 (USA);Sony PlayStation;;2002;Electronic Arts;Sports;1;;;;;;;;;
NBA Live 96 (USA);NBA Live 96 (USA);Sony PlayStation;;;Electronic Arts;Sports;4+;;;;;;;;;
NBA Live 97 (USA);NBA Live 97 (USA);Sony PlayStation;;;;Sports;2;;;;;;;;;
NBA Live 98 (USA);NBA Live 98 (USA);Sony PlayStation;;1997;;Sports;;;;;;;;;;
NBA Live 99 (USA);NBA Live 99 (USA);Sony PlayStation;;1998;Electronic Arts;Sports;2;;;;;;;;;
NBA Shoot Out '97 (USA);NBA Shoot Out '97 (USA);Sony PlayStation;;;;;;;;;;;;;;
NBA Shoot Out (USA);NBA Shoot Out (USA);Sony PlayStation;;;;;;;;;;;;;;
NBA ShootOut 2000 (USA);NBA ShootOut 2000 (USA);Sony PlayStation;;1999;989 Sports;Sports;;;;;;;;;;
NBA ShootOut 2001 (USA);NBA ShootOut 2001 (USA);Sony PlayStation;;;;;;;;;;;;;;
NBA ShootOut 2002 (USA);NBA ShootOut 2002 (USA);Sony PlayStation;;;;;;;;;;;;;;
NBA ShootOut 2003 (USA);NBA ShootOut 2003 (USA);Sony PlayStation;;2002;SCE;Sports;2;;;;;;;;;
NBA ShootOut 2004 (USA);NBA ShootOut 2004 (USA);Sony PlayStation;;2003;SCE;Sports;;;;;;;;;;
NBA ShootOut 98 (USA);NBA ShootOut 98 (USA);Sony PlayStation;;1998;Sony Computer Entertainment America;Sports;2;;;;;;;;;
NBA Showtime - NBA on NBC (USA);NBA Showtime - NBA on NBC (USA);Sony PlayStation;;1999;Midway;Sports;2;;;;;;;;;
NBA in the Zone '98 (USA) (v1.1);NBA in the Zone '98 (USA) (v1.1);Sony PlayStation;;;;;;;;;;;;;;
NBA in the Zone '99 (USA);NBA in the Zone '99 (USA);Sony PlayStation;;;;;;;;;;;;;;
NBA in the Zone (USA);NBA in the Zone (USA);Sony PlayStation;;1996;Konami;Sports;;;;;;;;;;
NBA in the Zone 2 (USA);NBA in the Zone 2 (USA);Sony PlayStation;;1996;Konami;Sports;;;;;;;;;;
NBA in the Zone 2000 (USA);NBA in the Zone 2000 (USA);Sony PlayStation;;;;;;;;;;;;;;
NCAA Basketball Final Four 97 (USA);NCAA Basketball Final Four 97 (USA);Sony PlayStation;;;;;;;;;;;;;;
NCAA Final Four 2000 (USA);NCAA Final Four 2000 (USA);Sony PlayStation;;;;;;;;;;;;;;
NCAA Final Four 2001 (USA);NCAA Final Four 2001 (USA);Sony PlayStation;;;;;;;;;;;;;;
NCAA Final Four 99 (USA);NCAA Final Four 99 (USA);Sony PlayStation;;;;;;;;;;;;;;
NCAA Football 2000 (USA) (v1.1);NCAA Football 2000 (USA) (v1.1);Sony PlayStation;;;;;;;;;;;;;;
NCAA Football 2001 (USA);NCAA Football 2001 (USA);Sony PlayStation;;2000;EA Sports;Sports;2;;;;;;;;;
NCAA Football 98 (USA);NCAA Football 98 (USA);Sony PlayStation;;;;;;;;;;;;;;
NCAA Football 99 (USA);NCAA Football 99 (USA);Sony PlayStation;;;;;;;;;;;;;;
NCAA Football GameBreaker (USA);NCAA Football GameBreaker (USA);Sony PlayStation;;;;;;;;;;;;;;
NCAA GameBreaker 2000 (USA);NCAA GameBreaker 2000 (USA);Sony PlayStation;;;;;;;;;;;;;;
NCAA GameBreaker 2001 (USA);NCAA GameBreaker 2001 (USA);Sony PlayStation;;;;;;;;;;;;;;
NCAA GameBreaker 98 (USA);NCAA GameBreaker 98 (USA);Sony PlayStation;;1997;Sony Comuputer Entertainment;Sports;4+;;;;;;;;;
NCAA GameBreaker 99 (USA);NCAA GameBreaker 99 (USA);Sony PlayStation;;;;;;;;;;;;;;
NCAA March Madness 2000 (USA);NCAA March Madness 2000 (USA);Sony PlayStation;;1999;Electronic Arts;Sports;4+;;;;;;;;;
NCAA March Madness 2001 (USA);NCAA March Madness 2001 (USA);Sony PlayStation;;;;;;;;;;;;;;
NCAA March Madness 99 (USA);NCAA March Madness 99 (USA);Sony PlayStation;;1998;Electronic Arts;Sports;4+;;;;;;;;;
NFL Blitz (USA);NFL Blitz (USA);Sony PlayStation;;1998;SCEA;Sports;2;;;;;;;;;
NFL Blitz 2001 (USA);NFL Blitz 2001 (USA);Sony PlayStation;;2000;Midway Games;Sports;2;;;;;;;;;
NFL Full Contact (USA);NFL Full Contact (USA);Sony PlayStation;;;;;;;;;;;;;;
NFL GameDay (USA);NFL GameDay (USA);Sony PlayStation;;1996;Sony Computer Entertainment;Sports;2;;;;;;;;;
NFL GameDay 2000 (USA);NFL GameDay 2000 (USA);Sony PlayStation;;;;;;;;;;;;;;
NFL GameDay 2001 (USA);NFL GameDay 2001 (USA);Sony PlayStation;;;;;;;;;;;;;;
NFL GameDay 2002 (USA);NFL GameDay 2002 (USA);Sony PlayStation;;2001;Sony;Sports;2;;;;;;;;;
NFL GameDay 2003 (USA);NFL GameDay 2003 (USA);Sony PlayStation;;;;;;;;;;;;;;
NFL GameDay 2004 (USA);NFL GameDay 2004 (USA);Sony PlayStation;;;;;;;;;;;;;;
NFL GameDay 2005 (USA);NFL GameDay 2005 (USA);Sony PlayStation;;2004;;;;;;;;;;;;
NFL GameDay 97 (USA);NFL GameDay 97 (USA);Sony PlayStation;;;;;;;;;;;;;;
NFL GameDay 98 (USA);NFL GameDay 98 (USA);Sony PlayStation;;1997;Sony Computer Entertainment;Sports;2;;;;;;;;;
NFL GameDay 99 (USA) (v1.1);NFL GameDay 99 (USA) (v1.1);Sony PlayStation;;;;;;;;;;;;;;
NFL Quarterback Club 97 (USA);NFL Quarterback Club 97 (USA);Sony PlayStation;;1996;Acclaim;Sports;2;;;;;;;;;
NFL Xtreme (USA);NFL Xtreme (USA);Sony PlayStation;;1999;Sony Computer Entertainment Europe;Sports;2;;;;;;;;;
NHL 2000 (USA);NHL 2000 (USA);Sony PlayStation;;1999;Electronic Arts;Sports;1;;;;;;;;;
NHL 2001 (USA);NHL 2001 (USA);Sony PlayStation;;2000;EA Sports;Sports;4+;;;;;;;;;
NHL 97 (USA);NHL 97 (USA);Sony PlayStation;;;;;;;;;;;;;;
NHL 98 (USA);NHL 98 (USA);Sony PlayStation;;;;;;;;;;;;;;
NHL 99 (USA);NHL 99 (USA);Sony PlayStation;;;;;;;;;;;;;;
NHL Blades of Steel 2000 (USA);NHL Blades of Steel 2000 (USA);Sony PlayStation;;2000;Konami;Sports;4+;;;;;;;;;
NHL Breakaway 98 (USA);NHL Breakaway 98 (USA);Sony PlayStation;;1997;Acclaim Entertainment;Sports;2;;;;;;;;;
NHL Championship 2000 (USA);NHL Championship 2000 (USA);Sony PlayStation;;1999;Fox;Sports;2;;;;;;;;;
NHL Face Off '97 (USA);NHL Face Off '97 (USA);Sony PlayStation;;;;;;;;;;;;;;
NHL Face Off (USA);NHL Face Off (USA);Sony PlayStation;;;;;;;;;;;;;;
NHL FaceOff 2000 (USA);NHL FaceOff 2000 (USA);Sony PlayStation;;;;;;;;;;;;;;
NHL FaceOff 2001 (USA);NHL FaceOff 2001 (USA);Sony PlayStation;;2000;SCE;Sports;;;;;;;;;;
NHL FaceOff 98 (USA);NHL FaceOff 98 (USA);Sony PlayStation;;1997;SCEA;Sports;4+;;;;;;;;;
NHL FaceOff 99 (USA);NHL FaceOff 99 (USA);Sony PlayStation;;1998;989 Sports;Sports;4+;;;;;;;;;
NHL Open Ice - 2 on 2 Challenge (USA);NHL Open Ice - 2 on 2 Challenge (USA);Sony PlayStation;;1996;Midway;Sports;2;;;;;;;;;
NHL Powerplay '96 (USA);NHL Powerplay '96 (USA);Sony PlayStation;;1996;;Sports;2;;;;;;;;;
NHL Powerplay 98 (USA) (En,Fr,De);NHL Powerplay 98 (USA) (En,Fr,De);Sony PlayStation;;;;;;;;;;;;;;
NHL Rock the Rink (USA);NHL Rock the Rink (USA);Sony PlayStation;;;;Sports;;;;;;;;;;
Nagano Winter Olympics '98 (USA);Nagano Winter Olympics '98 (USA);Sony PlayStation;;1997;Konami;Sports;;;;;;;;;;
Namco Museum Encore Vol.6 (Japan);Namco Museum Encore Vol.6 (Japan);Sony PlayStation;;;;;;;;;;;;;;
Namco Museum Vol. 1 (USA);Namco Museum Vol. 1 (USA);Sony PlayStation;;1997;Namco;Action;;;;;;;;;;
Namco Museum Vol. 1 (USA) (v1.1);Namco Museum Vol. 1 (USA) (v1.1);Sony PlayStation;;1997;Namco;Action;;;;;;;;;;
Namco Museum Vol. 2 (USA);Namco Museum Vol. 2 (USA);Sony PlayStation;;1997;Namco;Action;;;;;;;;;;
Namco Museum Vol. 3 (USA);Namco Museum Vol. 3 (USA);Sony PlayStation;;1998;Namco;;;;;;;;;;;
Namco Museum Vol. 4 (USA);Namco Museum Vol. 4 (USA);Sony PlayStation;;1997;;;4+;;;;;;;;;
Namco Museum Vol. 5 (USA);Namco Museum Vol. 5 (USA);Sony PlayStation;;1997;;Action / Adventure;4+;;;;;;;;;
Namco Soccer Prime Goal (Europe);Namco Soccer Prime Goal (Europe);Sony PlayStation;;;;;;;;;;;;;;
Namco Tennis Smash Court (Europe);Namco Tennis Smash Court (Europe);Sony PlayStation;;;;;;;;;;;;;;
NanoTek Warrior (USA);NanoTek Warrior (USA);Sony PlayStation;;1997;Virgin Interactive;Action / Shooter;1;;;;;;;;;
Necronomicon - The Dawning of Darkness (Europe);Necronomicon - The Dawning of Darkness (Europe);Sony PlayStation;;;;Adventure;1;;;;;;;;;
Nectaris - Military Madness (USA);Nectaris - Military Madness (USA);Sony PlayStation;;;;;;;;;;;;;;
Need for Speed - High Stakes (USA);Need for Speed - High Stakes (USA);Sony PlayStation;;1999;Electronic Arts;Racing / Sports;2;;;;;;;;;
Need for Speed - Porsche Unleashed (USA);Need for Speed - Porsche Unleashed (USA);Sony PlayStation;;2000;Electronic Arts;Racing;4+;;;;;;;;;
Need for Speed - V-Rally (USA);Need for Speed - V-Rally (USA);Sony PlayStation;;1997;Electronic Arts;Racing;2;;;;;;;;;
Need for Speed - V-Rally 2 (USA);Need for Speed - V-Rally 2 (USA);Sony PlayStation;;1999;Infogrames;Racing;;;;;;;;;;
Need for Speed II (USA);Need for Speed II (USA);Sony PlayStation;;1997;Electronic Arts;Racing;2;;;;;;;;;
Need for Speed III - Hot Pursuit (USA);Need for Speed III - Hot Pursuit (USA);Sony PlayStation;;1998;Electronic Arts;Racing;2;;;;;;;;;
Newman Haas Racing (USA);Newman Haas Racing (USA);Sony PlayStation;;1998;;Racing;;;;;;;;;;
Next Tetris, The (USA);Next Tetris, The (USA);Sony PlayStation;;1999;Atari;Puzzle;;;;;;;;;;
Nice Cats (Europe) (En,Fr,De,Nl);Nice Cats (Europe) (En,Fr,De,Nl);Sony PlayStation;;;;;;;;;;;;;;
Nichibutsu Arcade Classics (Japan);Nichibutsu Arcade Classics (Japan);Sony PlayStation;;1995;Nichibutsu (Nihon Bussan);;2;;;;;;;;;
Nickelodeon Rocket Power - Team Rocket Rescue (USA);Nickelodeon Rocket Power - Team Rocket Rescue (USA);Sony PlayStation;;;;;;;;;;;;;;
Nickelodeon Rugrats - Search for Reptar (USA);Nickelodeon Rugrats - Search for Reptar (USA);Sony PlayStation;;;;;;;;;;;;;;
Nickelodeon Rugrats - Studio Tour (USA);Nickelodeon Rugrats - Studio Tour (USA);Sony PlayStation;;;;;;;;;;;;;;
Nickelodeon Rugrats - Totally Angelica (USA);Nickelodeon Rugrats - Totally Angelica (USA);Sony PlayStation;;;;;;;;;;;;;;
Nickelodeon Rugrats in Paris - The Movie (USA);Nickelodeon Rugrats in Paris - The Movie (USA);Sony PlayStation;;;;;;;;;;;;;;
Nickelodeon SpongeBob SquarePants - SuperSponge (USA);Nickelodeon SpongeBob SquarePants - SuperSponge (USA);Sony PlayStation;;;;;;;;;;;;;;
